method,actions,budget_fraction,mean_f1_pp
DPA,344,0.09555555555555556,43.71277777777778
DPA,345,0.09583333333333334,43.71277777777778
DPA,346,0.0961111111111111,43.76833333333334
DPA,347,0.09638888888888889,43.76833333333334
DPA,348,0.09666666666666666,43.76833333333334
DPA,349,0.09694444444444444,43.76833333333334
DPA,350,0.09722222222222222,43.76833333333334
DPA,351,0.0975,43.76833333333334
DPA,352,0.09777777777777778,43.80555555555556
DPA,353,0.09805555555555556,43.83888888888889
DPA,354,0.09833333333333333,43.83888888888889
DPA,355,0.09861111111111111,43.83888888888889
DPA,356,0.09888888888888889,43.83888888888889
DPA,357,0.09916666666666667,43.83888888888889
DPA,358,0.09944444444444445,43.83888888888889
DPA,359,0.09972222222222223,43.83888888888889
DPA,360,0.1,43.83888888888889
DPA,361,0.10027777777777777,43.894444444444446
DPA,362,0.10055555555555555,43.894444444444446
DPA,363,0.10083333333333333,43.894444444444446
DPA,364,0.10111111111111111,43.894444444444446
DPA,365,0.10138888888888889,43.894444444444446
DPA,366,0.10166666666666667,43.894444444444446
DPA,367,0.10194444444444445,43.894444444444446
DPA,368,0.10222222222222223,43.894444444444446
DPA,369,0.1025,43.88055555555555
DPA,370,0.10277777777777777,43.93611111111112
DPA,371,0.10305555555555555,43.99166666666667
DPA,372,0.10333333333333333,43.99166666666667
DPA,373,0.10361111111111111,43.99166666666667
DPA,374,0.10388888888888889,43.99166666666667
DPA,375,0.10416666666666667,43.99166666666667
DPA,376,0.10444444444444445,43.98722222222222
DPA,377,0.10472222222222222,43.98722222222222
DPA,378,0.105,44.031666666666666
DPA,379,0.10527777777777778,44.08722222222222
DPA,380,0.10555555555555556,44.08722222222222
DPA,381,0.10583333333333333,44.085
DPA,382,0.10611111111111111,44.029444444444444
DPA,383,0.1063888888888889,44.085
DPA,384,0.10666666666666667,44.085
DPA,385,0.10694444444444444,44.03888888888889
DPA,386,0.10722222222222222,44.03888888888889
DPA,387,0.1075,44.03888888888889
DPA,388,0.10777777777777778,44.09444444444445
DPA,389,0.10805555555555556,44.13166666666667
DPA,390,0.10833333333333334,44.14277777777778
DPA,391,0.10861111111111112,44.19833333333333
DPA,392,0.10888888888888888,44.19833333333333
DPA,393,0.10916666666666666,44.19833333333333
DPA,394,0.10944444444444444,44.19833333333333
DPA,395,0.10972222222222222,44.253888888888895
DPA,396,0.11,44.253888888888895
DPA,397,0.11027777777777778,44.309444444444445
DPA,398,0.11055555555555556,44.309444444444445
DPA,399,0.11083333333333334,44.26611111111111
DPA,400,0.1111111111111111,44.32166666666667
DPA,401,0.11138888888888888,44.32166666666667
DPA,402,0.11166666666666666,44.34
DPA,403,0.11194444444444444,44.358333333333334
DPA,404,0.11222222222222222,44.358333333333334
DPA,405,0.1125,44.358333333333334
DPA,406,0.11277777777777778,44.358333333333334
DPA,407,0.11305555555555556,44.36944444444445
DPA,408,0.11333333333333333,44.36944444444445
DPA,409,0.11361111111111111,44.36944444444445
DPA,410,0.11388888888888889,44.36944444444445
DPA,411,0.11416666666666667,44.36944444444445
DPA,412,0.11444444444444445,44.425000000000004
DPA,413,0.11472222222222223,44.425000000000004
DPA,414,0.115,44.480555555555554
DPA,415,0.11527777777777778,44.504444444444445
DPA,416,0.11555555555555555,44.504444444444445
DPA,417,0.11583333333333333,44.504444444444445
DPA,418,0.11611111111111111,44.504444444444445
DPA,419,0.11638888888888889,44.504444444444445
DPA,420,0.11666666666666667,44.504444444444445
DPA,421,0.11694444444444445,44.504444444444445
DPA,422,0.11722222222222223,44.56
DPA,423,0.1175,44.59722222222223
DPA,424,0.11777777777777777,44.65277777777778
DPA,425,0.11805555555555555,44.62111111111111
DPA,426,0.11833333333333333,44.64
DPA,427,0.11861111111111111,44.596111111111114
DPA,428,0.11888888888888889,44.55666666666667
DPA,429,0.11916666666666667,44.55666666666667
DPA,430,0.11944444444444445,44.55666666666667
DPA,431,0.11972222222222222,44.55666666666667
DPA,432,0.12,44.61222222222222
DPA,433,0.12027777777777778,44.61222222222222
DPA,434,0.12055555555555555,44.61222222222222
DPA,435,0.12083333333333333,44.61222222222222
DPA,436,0.12111111111111111,44.61222222222222
DPA,437,0.1213888888888889,44.63055555555556
DPA,438,0.12166666666666667,44.65833333333334
DPA,439,0.12194444444444444,44.65833333333334
DPA,440,0.12222222222222222,44.71388888888889
DPA,441,0.1225,44.71388888888889
DPA,442,0.12277777777777778,44.71388888888889
DPA,443,0.12305555555555556,44.71388888888889
DPA,444,0.12333333333333334,44.76944444444445
DPA,445,0.12361111111111112,44.793888888888894
DPA,446,0.1238888888888889,44.793888888888894
DPA,447,0.12416666666666666,44.849444444444444
DPA,448,0.12444444444444444,44.90500000000001
DPA,449,0.12472222222222222,44.92111111111111
DPA,450,0.125,44.92111111111111
DPA,451,0.12527777777777777,44.92111111111111
DPA,452,0.12555555555555556,44.958333333333336
DPA,453,0.12583333333333332,44.958333333333336
DPA,454,0.12611111111111112,44.958333333333336
DPA,455,0.12638888888888888,44.973888888888894
DPA,456,0.12666666666666668,44.973888888888894
DPA,457,0.12694444444444444,44.973888888888894
DPA,458,0.1272222222222222,44.973888888888894
DPA,459,0.1275,45.02944444444445
DPA,460,0.12777777777777777,45.085
DPA,461,0.12805555555555556,45.06666666666667
DPA,462,0.12833333333333333,45.111111111111114
DPA,463,0.12861111111111112,45.111111111111114
DPA,464,0.1288888888888889,45.16666666666667
DPA,465,0.12916666666666668,45.16666666666667
DPA,466,0.12944444444444445,45.16666666666667
DPA,467,0.1297222222222222,45.16722222222222
DPA,468,0.13,45.16722222222222
DPA,469,0.13027777777777777,45.16722222222222
DPA,470,0.13055555555555556,45.20444444444445
DPA,471,0.13083333333333333,45.260000000000005
DPA,472,0.13111111111111112,45.31555555555556
DPA,473,0.1313888888888889,45.31555555555556
DPA,474,0.13166666666666665,45.31555555555556
